itemName,itemKind,category,equipLevel,craftType,detailUrl,baseValueRows,baseValueFlat,baseValueRawLines
"フォーチュングラブ","防具","腕","90","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_fo-chungurabu.html","[]","[]","[""170 125 145"",""125 145 170"",""フォーチュングラブの特性"",""特性：集中力変化（虹）"",""フォーチュングラブの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"大戦鬼のこて","防具","腕","90","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_daisenkinokote.html","[[""240-246""],[""350-361""],[""290-300""]]","[""240-246"",""350-361"",""290-300""]","[""240-246"",""350-361"",""290-300"",""大戦鬼のこての特性"",""特性：たたき変化（倍半）"",""大戦鬼のこての縫いパワー""]"
"クイックグラブ","防具","腕","90","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kuikkugurabu.html","[]","[]","[""クイックグラブの特性"",""特性：集中力変化（虹）"",""クイックグラブの縫いパワー""]"
"風虎のうでわ","防具","腕","85","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_fuukonodewa.html","[]","[]","[""150 110 130"",""130 110 150"",""風虎のうでわの特性"",""特性：布復活（再生布）"",""風虎のうでわの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"神託のブレス","防具","腕","85","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shintakunoburesu.html","[]","[]","[""135 105 189"",""135 105 189"",""神託のブレスの特性"",""特性：集中力変化（虹）"",""神託のブレスの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"究明者のグローブ","防具","腕","85","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kyuumeishanoguro-bu.html","[]","[]","[""174 115 140"",""115 140 174"",""究明者のグローブの特性"",""特性：威力会心率上昇（光地金）"",""究明者のグローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"天宮騎士のこて","防具","腕","85","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_tenkyuukishinokote.html","[[""280-291""],[""245-255""],[""333-339""]]","[""280-291"",""245-255"",""333-339""]","[""280-291"",""245-255"",""333-339"",""天宮騎士のこての特性"",""特性：威力会心率上昇（光地金）"",""天宮騎士のこての縫いパワー""]"
"クロッシュグローブ","防具","腕","85","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kurosshuguro-bu.html","[[""308-318""],[""250-256""],[""222-233""]]","[""308-318"",""250-256"",""222-233""]","[""308-318"",""250-256"",""222-233"",""クロッシュグローブの特性"",""特性：メーター減少（戻り）"",""クロッシュグローブの縫いパワー""]"
"聖賢者のバングル","防具","腕","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seikenjanobanguru.html","[]","[]","[""143 110 143"",""143 110 143"",""聖賢者のバングルの特性"",""特性：集中力変化（虹）"",""聖賢者のバングルの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→ふつう→最強""]"
"黄竜のうでわ","防具","腕","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_koryuunodewa.html","[]","[]","[""125 90 145"",""125 90 145"",""黄竜のうでわの特性"",""特性：布復活（再生布）"",""黄竜のうでわの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→ふつう→最強""]"
"古代王族のバングル","防具","腕","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kodaiozokunobanguru.html","[]","[]","[""135 90 171"",""135 90 171"",""古代王族のバングルの特性"",""特性：集中力変化（虹）"",""古代王族のバングルの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→ふつう→最強""]"
"獄獣のうであて","防具","腕","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gokujuunodeate.html","[]","[]","[""145 110 125"",""145 110 125"",""獄獣のうであての特性"",""特性：布復活（再生布）"",""獄獣のうであての縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"精霊王のグローブ","防具","腕","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seireionoguro-bu.html","[]","[]","[""183 135 100"",""100 135 183"",""精霊王のグローブの特性"",""特性：集中力変化（虹）"",""精霊王のグローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"舞い手のリスト","防具","腕","80","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_maitenorisuto.html","[]","[]","[""140 112 166"",""112 140 166"",""舞い手のリストの特性"",""特性：集中力変化（虹）"",""舞い手のリストの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"凱歌のガントレット","防具","腕","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gaikanogantoretto.html","[[""340-350""],[""256-267""],[""196-202""]]","[""340-350"",""256-267"",""196-202""]","[""340-350"",""256-267"",""196-202"",""凱歌のガントレットの特性"",""特性：たたき変化（倍半）"",""凱歌のガントレットの縫いパワー""]"
"ヴァイパーグローブ","防具","腕","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_baipa-guro-bu.html","[[""246-252""],[""294-304""],[""216-227""]]","[""246-252"",""294-304"",""216-227""]","[""246-252"",""294-304"",""216-227"",""ヴァイパーグローブの特性"",""特性：集中力変化（虹）"",""ヴァイパーグローブの縫いパワー""]"
"騎神のガントレット","防具","腕","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kishinnogantoretto.html","[[""285-296""],[""252-262""],[""223-229""]]","[""285-296"",""252-262"",""223-229""]","[""285-296"",""252-262"",""223-229"",""騎神のガントレットの特性"",""特性：メーター減少（戻り）"",""騎神のガントレットの縫いパワー""]"
"魔技師グローブ","防具","腕","80","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_magishiguro-bu.html","[[""258-264""],[""314-324""],[""226-237""]]","[""258-264"",""314-324"",""226-237""]","[""258-264"",""314-324"",""226-237"",""魔技師グローブの特性"",""特性：集中力変化（虹）"",""魔技師グローブの縫いパワー""]"
"クリムゾングローブ","防具","腕","75","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kurimuzonguro-bu.html","[[""18-086""],[""260-269""],[""330-342""]]","[""18-086"",""260-269"",""330-342""]","[""18-086"",""260-269"",""330-342"",""クリムゾングローブの特性"",""特性：たたき変化（倍半）"",""クリムゾングローブの縫いパワー""]"
"王軍師のグローブ","防具","腕","75","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_ogunshinoguro-bu.html","[[""240-249""],[""200-206""],[""260-272""]]","[""240-249"",""200-206"",""260-272""]","[""240-249"",""200-206"",""260-272"",""王軍師のグローブの特性"",""特性：メーター減少（戻り）"",""王軍師のグローブの縫いパワー""]"
"メカニックハンド","防具","腕","75","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_mekanikkuhando.html","[[""300-306""],[""180-192""],[""255-264""]]","[""300-306"",""180-192"",""255-264""]","[""300-306"",""180-192"",""255-264"",""メカニックハンドの特性"",""特性：集中力変化（虹）"",""メカニックハンドの縫いパワー""]"
"レイブングローブ","防具","腕","75","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_reibunguro-bu.html","[]","[]","[""120 80 150"",""120 80 150"",""レイブングローブの特性"",""特性：布復活（再生布）"",""レイブングローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→最強""]"
"退魔のうでわ","防具","腕","75","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_taimanodewa.html","[]","[]","[""130 130 165"",""90 165 90"",""退魔のうでわの特性"",""特性：集中力変化（虹）"",""退魔のうでわの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→強い→最強""]"
"グレートグラブ","防具","腕","70","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gure-togurabu.html","[[""228-238""],[""266-272""],[""206-217""]]","[""228-238"",""266-272"",""206-217""]","[""228-238"",""266-272"",""206-217"",""グレートグラブの特性"",""特性：メーター減少（戻り）"",""グレートグラブの縫いパワー""]"
"さすらいのこて","防具","腕","70","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_sasurainokote.html","[[""258-268""],[""196-202""],[""316-327""]]","[""258-268"",""196-202"",""316-327""]","[""258-268"",""196-202"",""316-327"",""さすらいのこての特性"",""特性：たたき変化（倍半）"",""さすらいのこての縫いパワー""]"
"さとりのグローブ","防具","腕","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_satorinoguro-bu.html","[]","[]","[""100 125 160"",""100 125 160"",""さとりのグローブの特性"",""特性：集中力変化（虹）"",""さとりのグローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"神兵のガントレット","防具","腕","70","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shimpeinogantoretto.html","[[""233-243""],[""306-317""],[""196-202""]]","[""233-243"",""306-317"",""196-202""]","[""233-243"",""306-317"",""196-202"",""神兵のガントレットの特性"",""特性：集中力変化（虹）"",""神兵のガントレットの縫いパワー""]"
"ステージリスト","防具","腕","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_sute-jirisuto.html","[]","[]","[""105 140 105"",""105 140 105"",""ステージリストの特性"",""特性：布復活（再生布）"",""ステージリストの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"ステージアーム","防具","腕","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_sute-jia-mu.html","[]","[]","[""80 120 150"",""80 120 150"",""ステージアームの特性"",""特性：布復活（再生布）"",""ステージアームの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"タイフーングローブ","防具","腕","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_taifu-nguro-bu.html","[]","[]","[""125 95 165"",""125 95 165"",""タイフーングローブの特性"",""特性：集中力変化（虹）"",""タイフーングローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"ひつじのてぶくろ","防具","腕","70","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_hitsujinotebukuro.html","[]","[]","[""100 110 140"",""100 110 140"",""ひつじのてぶくろの特性"",""特性：布復活（再生布）"",""ひつじのてぶくろの縫いパワー"",""縫いパワー：ふつう→？→弱い→？→最強""]"
"求道者のてぶくろ","防具","腕","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kyuudoshanotebukuro.html","[]","[]","[""120 60 160"",""120 60 160"",""求道者のてぶくろの特性"",""特性：布復活（再生布）"",""求道者のてぶくろの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"飛竜のグローブ","防具","腕","65","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_hiryuunoguro-bu.html","[[""180-186""],[""228-238""],[""340-351""]]","[""180-186"",""228-238"",""340-351""]","[""180-186"",""228-238"",""340-351"",""飛竜のグローブの特性"",""特性：たたき変化（倍半）"",""飛竜のグローブの縫いパワー""]"
"チェイサーアーム","防具","腕","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_isa-a-mu.html","[]","[]","[""110 70 130"",""90 170 110"",""チェイサーアームの特性"",""特性：布復活（再生布）"",""チェイサーアームの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"大賢者のグローブ","防具","腕","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_daikenjanoguro-bu.html","[]","[]","[""115 80 145"",""115 80 145"",""大賢者のグローブの特性"",""特性：布復活（再生布）"",""大賢者のグローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"歌詠みのブレス","防具","腕","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_utayominoburesu.html","[]","[]","[""115 70 155"",""115 155 70"",""歌詠みのブレスの特性"",""特性：布復活（再生布）"",""歌詠みのブレスの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"アイドルブレス","防具","腕","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_aidoruburesu.html","[]","[]","[""120 80 174"",""120 80 174"",""アイドルブレスの特性"",""特性：集中力変化（虹）"",""アイドルブレスの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"マスカレイドグラブ","防具","腕","65","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_masukareidogurabu.html","[[""237-243""],[""277-290""],[""200-208""]]","[""237-243"",""277-290"",""200-208""]","[""237-243"",""277-290"",""200-208"",""マスカレイドグラブの特性"",""特性：集中力変化（虹）"",""マスカレイドグラブの縫いパワー""]"
"だいまどうのうでわ","防具","腕","65","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_daimadonodewa.html","[]","[]","[""120 94 160"",""94 120 160"",""だいまどうのうでわの特性"",""特性：集中力変化（虹）"",""だいまどうのうでわの縫いパワー"",""縫いパワー：ふつう→？→弱い→強い→最強→？→強い""]"
"聖騎士のこて","防具","腕","65","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seikishinokote.html","[[""300-315""],[""158-164""],[""222-228""]]","[""300-315"",""158-164"",""222-228""]","[""300-315"",""158-164"",""222-228"",""聖騎士のこての特性"",""特性：メーター減少（戻り）"",""聖騎士のこての縫いパワー""]"
"原始獣のグローブ","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_genshijuunoguro-bu.html","[]","[]","[""100 50 150"",""100 50 150"",""原始獣のグローブの特性"",""特性：布復活（再生布）"",""原始獣のグローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"ゴシックグローブ","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_goshikkuguro-bu.html","[[""210-216""],[""210-219""],[""210-222""]]","[""210-216"",""210-219"",""210-222""]","[""210-216"",""210-219"",""210-222"",""ゴシックグローブの特性"",""特性：集中力変化（虹）"",""ゴシックグローブの縫いパワー""]"
"ゴシックアーム","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_goshikkua-mu.html","[[""180-191""],[""225-231""],[""225-235""]]","[""180-191"",""225-231"",""225-235""]","[""180-191"",""225-231"",""225-235"",""ゴシックアームの特性"",""特性：集中力変化（虹）"",""ゴシックアームの縫いパワー""]"
"師団長のこて","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shidanchonokote.html","[[""220-230""],[""190-196""],[""190-201""]]","[""220-230"",""190-196"",""190-201""]","[""220-230"",""190-196"",""190-201"",""師団長のこての特性"",""特性：メーター減少（戻り）"",""師団長のこての縫いパワー""]"
"モダンバニーブレス","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_modambani-buresu.html","[]","[]","[""105 70 155"",""105 70 155"",""モダンバニーブレスの特性"",""特性：集中力変化（虹）"",""モダンバニーブレスの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"拳聖のうでわ","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kenseinodewa.html","[]","[]","[""85 130 85"",""85 130 85"",""拳聖のうでわの特性"",""特性：布復活（再生布）"",""拳聖のうでわの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強→強い""]"
"ワイルドバングル","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_wairudobanguru.html","[[""240-251""],[""159-165""],[""305-315""]]","[""240-251"",""159-165"",""305-315""]","[""240-251"",""159-165"",""305-315"",""ワイルドバングルの特性"",""特性：たたき変化（倍半）"",""ワイルドバングルの縫いパワー""]"
"スパイクグローブ","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_supaikuguro-bu.html","[[""215-226""],[""150-156""],[""275-285""]]","[""215-226"",""150-156"",""275-285""]","[""215-226"",""150-156"",""275-285"",""スパイクグローブの特性"",""特性：メーター減少（戻り）"",""スパイクグローブの縫いパワー""]"
"僧兵のグローブ","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_soheinoguro-bu.html","[[""200-210""],[""290-301""],[""150-156""]]","[""200-210"",""290-301"",""150-156""]","[""200-210"",""290-301"",""150-156"",""僧兵のグローブの特性"",""特性：メーター減少（戻り）"",""僧兵のグローブの縫いパワー""]"
"ノーブルグローブ","防具","腕","60","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_no-buruguro-bu.html","[[""217-223""],[""150-156""],[""305-320""]]","[""217-223"",""150-156"",""305-320""]","[""217-223"",""150-156"",""305-320"",""ノーブルグローブの特性"",""特性：集中力変化（虹）"",""ノーブルグローブの縫いパワー""]"
"古武道のうでわ","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kobudonodewa.html","[]","[]","[""105 105 110"",""105 105 110"",""古武道のうでわの特性"",""特性：布復活（再生布）"",""古武道のうでわの縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"古代魔術のうでわ","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kodaimajutsunodewa.html","[]","[]","[""70 110 140"",""70 110 140"",""古代魔術のうでわの特性"",""特性：布復活（再生布）"",""古代魔術のうでわの縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"ミラクルグローブ","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_mirakuruguro-bu.html","[]","[]","[""110 84 140"",""90 160 120"",""ミラクルグローブの特性"",""特性：集中力変化（虹）"",""ミラクルグローブの縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"クラウングローブ","防具","腕","60","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kuraunguro-bu.html","[]","[]","[""85 75 130"",""90 140 120"",""クラウングローブの特性"",""特性：布復活（再生布）"",""クラウングローブの縫いパワー"",""縫いパワー：ふつう→？→強い→弱い→最強""]"
"紅玉のうでわ","防具","腕","50","","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_nodewa.html","[]","[]","[""紅玉のうでわの特性"",""紅玉のうでわの縫いパワー""]"
"やいばのこて","防具","腕","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_yaibanokote.html","[[""121-127""],[""203-217""],[""181-188""]]","[""121-127"",""203-217"",""181-188""]","[""121-127"",""203-217"",""181-188"",""やいばのこての特性"",""特性：たたき変化（倍半）"",""やいばのこての縫いパワー""]"
"マスターアーム","防具","腕","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_masuta-a-mu.html","[]","[]","[""85 50 115"",""85 50 115"",""マスターアームの特性"",""特性：集中力変化（虹）"",""マスターアームの縫いパワー"",""縫いパワー：ふつう→強い→最強→ふつう→弱い""]"
"無法者のうでわ","防具","腕","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_muhomononodewa.html","[]","[]","[""60 120 70"",""60 120 70"",""無法者のうでわの特性"",""特性：布復活（再生布）"",""無法者のうでわの縫いパワー"",""縫いパワー：ふつう→強い→最強→ふつう→弱い""]"
"古強者のこて","防具","腕","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_furutsuwamononokote.html","[[""141-155""],[""182-190""],[""237-242""]]","[""141-155"",""182-190"",""237-242""]","[""141-155"",""182-190"",""237-242"",""古強者のこての特性"",""特性：メーター減少（戻り）"",""古強者のこての縫いパワー""]"
"聖者のてぶくろ","防具","腕","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seijanotebukuro.html","[]","[]","[""90 60 125"",""90 60 125"",""聖者のてぶくろの特性"",""特性：布復活（再生布）"",""聖者のてぶくろの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強""]"
"ヘヴィーグローブ","防具","腕","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_hebi-guro-bu.html","[[""210-216""],[""140-155""],[""210-216""]]","[""210-216"",""140-155"",""210-216""]","[""210-216"",""140-155"",""210-216"",""ヘヴィーグローブの特性"",""特性：たたき変化（倍半）"",""ヘヴィーグローブの縫いパワー""]"
"トレジャーグローブ","防具","腕","50","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_toreja-guro-bu.html","[]","[]","[""85 70 120"",""120 70 85"",""トレジャーグローブの特性"",""特性：布復活（再生布）"",""トレジャーグローブの縫いパワー"",""縫いパワー：ふつう→？→弱い→最強""]"
"バトルガントレット","防具","腕","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_batorugantoretto.html","[[""160-174""],[""220-228""],[""180-186""]]","[""160-174"",""220-228"",""180-186""]","[""160-174"",""220-228"",""180-186"",""バトルガントレットの特性"",""特性：集中力変化（虹）"",""バトルガントレットの縫いパワー""]"
"ファントムアーム","防具","腕","50","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_fantomua-mu.html","[[""210-220"",""210-220""],[""160-168"",""160-168""],[""190-200"",""190-200""]]","[""210-220"",""210-220"",""160-168"",""160-168"",""190-200"",""190-200""]","[""210-220 210-220"",""160-168 160-168"",""190-200 190-200"",""ファントムアームの特性"",""特性：集中力変化（虹）"",""ファントムアームの縫いパワー""]"
"魔剣士のグローブ","防具","腕","50","","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_makenshinoguro-bu.html","[]","[]","[""魔剣士のグローブの特性"",""魔剣士のグローブの縫いパワー""]"
"きじゅつしグローブ","防具","腕","42","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kijutsushiguro-bu.html","[]","[]","[""70 45 110"",""70 45 110"",""きじゅつしグローブの特性"",""特性：集中力変化（虹）"",""きじゅつしグローブの縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→最強→弱い→ふつう→弱い""]"
"げんぶの腕帯","防具","腕","42","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_gembunowantai.html","[[""165-174""],[""120-132""],[""165-174""]]","[""165-174"",""120-132"",""165-174""]","[""165-174"",""120-132"",""165-174"",""げんぶの腕帯の特性"",""特性：メーター減少（戻り）"",""げんぶの腕帯の縫いパワー""]"
"司祭のてぶくろ","防具","腕","42","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shisainotebukuro.html","[]","[]","[""75 45 105"",""105 45 75"",""司祭のてぶくろの特性"",""特性：布復活（再生布）"",""司祭のてぶくろの縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→最強→弱い→ふつう→弱い""]"
"フェンサーミサンガ","防具","腕","42","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_fensa-misanga.html","[]","[]","[""60 60 105"",""60 60 105"",""フェンサーミサンガの特性"",""特性：布復活（再生布）"",""フェンサーミサンガの縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→最強→弱い→ふつう→弱い""]"
"プラチナのこて","防具","腕","42","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_purachinanokote.html","[[""120-130""],[""150-158""],[""120-130""]]","[""120-130"",""150-158"",""120-130""]","[""120-130"",""150-158"",""120-130"",""プラチナのこての特性"",""特性：たたき変化（倍半）"",""プラチナのこての縫いパワー""]"
"くろがねのこて","防具","腕","42","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kuroganenokote.html","[[""140-150""],[""140-145""],[""110-120""]]","[""140-150"",""140-145"",""110-120""]","[""140-150"",""140-145"",""110-120"",""くろがねのこての特性"",""特性：メーター減少（戻り）"",""くろがねのこての縫いパワー""]"
"けんぽうの腕帯","防具","腕","35","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kemponowantai.html","[]","[]","[""55 35 75"",""55 35 75"",""けんぽうの腕帯の特性"",""特性：布復活（再生布）"",""けんぽうの腕帯の縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→ふつう→弱い""]"
"神官のてぶくろ","防具","腕","35","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_shinkannotebukuro.html","[]","[]","[""50 40 75"",""50 40 75"",""神官のてぶくろの特性"",""特性：布復活（再生布）"",""神官のてぶくろの縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→ふつう→弱い""]"
"バンデッドグローブ","防具","腕","35","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_bandeddoguro-bu.html","[[""64-74""],[""162-170""],[""120-128""]]","[""64-74"",""162-170"",""120-128""]","[""64-74"",""162-170"",""120-128"",""バンデッドグローブの特性"",""特性：メーター減少（戻り）"",""バンデッドグローブの縫いパワー""]"
"青玉のうでわ","防具","腕","35","","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_seigyokunodewa.html","[]","[]","[""青玉のうでわの特性"",""青玉のうでわの縫いパワー""]"
"まほうのこて","防具","腕","35","防具鍛冶","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_mahonokote.html","[[""100-108""],[""80-85""],[""120-132""]]","[""100-108"",""80-85"",""120-132""]","[""100-108"",""80-85"",""120-132"",""まほうのこての特性"",""特性：たたき変化（倍半）"",""まほうのこての縫いパワー""]"
"かたりべのてぶくろ","防具","腕","35","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_kataribenotebukuro.html","[]","[]","[""45 45 75"",""45 45 75"",""かたりべのてぶくろの特性"",""特性：集中力変化（虹）"",""かたりべのてぶくろの縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→ふつう→弱い""]"
"森人のてぶくろ","防具","腕","35","さいほう","https://xn--10-yg4a1a3kyh.jp/../a_bogu/dq10_bogu_k_moribitonotebukuro.html","[]","[]","[""50 35 80"",""50 35 80"",""森人のてぶくろの特性"",""特性：布復活（再生布）"",""森人のてぶくろの縫いパワー"",""縫いパワー：ふつう→最強→ふつう→弱い→ふつう→強い→ふつう→弱い""]"
